59,60,61,62,60,63,64,65,66,61,67,68,67;67,60,63
1029,3583,3602,3583,3602,13397,3602,20456,3602,4337,3602,34955,9217,34955,9221,20456,4337,4336,16110,27435,3602,4335;3602,20456
872,871,872;872
22317,35092,22317;22317
15328;15328
35122,35123,35122;35122
9606,11119,9606;11119
1307,10350,21139,10959,9120,20078,20821,10351,1363,34208,1360,16400,35181,11642,11641,9119,21429,20805,27244,10167,27244,1395,10350,10922,10167,1395,10351,10922,35182;27244
35257,14496,35258,14496,28802,14496,35255,14496,14497,14496,35255,14496,14497,14496;25119,14497,35255,28802
5646,20510,5646,20510,5646,20510,35292,20510;5646,20510
3785,6104,5864,22702,874,23962,9032,11970,27265,23194,3785,9032,3785;3785
35371;35371
3957,35446,35447,35448,35446;35446
2871,35538;2871
35545,19162,8457,2933,35546,12168,35546,6805,14457,6805,35547,21267,6805;6805
35552,10105,35553,10335;35552
2514,178,2514,1214,2514,9852,2514,35630,1214,178,192,178,1214,192,391,1347,391,192,1214,192,1347,391,1214,12146,12096,23188,192,1214,1844,1185,1184,1843,1210,25619,1844,1347,1843,8371,828,6162,828,23813,10392;1843
26517,35663;26517
28094,35664,35665,35666,35665,35664,10886,35667,28094,23278,35668,35669,35666,35670,35671,35667,10886,33668,10886,33668;4646,33668,10886,26922,26920
5105;5105
1654,1656,35774,1654,35774,1656,35774,1654,35774,3434,390,12626,6768;1654
35806,35807,35806,35808,35809,35810,35811,35812,35807,35813,35806,35807;35807,35806
6037;6037
33509,35826,5884,35827,35828,5890,35827,5890,5885,35826,23528,35828,35829,15583,35828,15583,35826,32288,35828,35830,32288,35827,23528,35831,35826;35826
6325,2241,35840,2241;2241
21939,9801;9801
35931;35931
32086,36061,32086,36061;32086
5558,36066,5558,36066,5558;5558
36082,5270,18781,5266,18781;18781
5570,13485,5570,36083,8457,24287,6199,11353,8453,8450,7195,21298,36084,20400,5570,2654,7195;2654,7195
19157,5146,19157;5146
16721,11807,16721,15553,34388,25000,34388,36085,34388,25000,34388,16721,34388,25000,34388,15537,11810,36086,15538,35343,27720,32628,36087,34388,10438,34388;34388
5970,7317,5970,17408,17406,36006,7315,13281,7317;5970
36225,22672;22672
16478,7412;16478
36282;36282
3096,28705;28705
36410;20073
33250,11105,33250;33250
36461,19970,36461;36461
14234,10875,10815,21687,36509,2741,36509,4859,36509;36509
8371;8371
9623;9623
36617,36618;36618
262,1845,262,1346,263,1845,262,263,262,1845,36689,36690,36691;1845
5569,5570,3324,5924,3324,5570;5570,3324
743,14383,11276,1370;1370,7491,22590,743,11276,14383,17477,36945
12378,1077,11100,27950,36975,822,671,10091,513,759,10091,513,2842,513,2842,12864,513,12864;513,2842
37154,37155,37156,37155;37155
1522;1522
9755,14607,9755,14748,14607,9755,17783,14748,9755,14748,1637,14606,1624,14748,464,1637,2704,1638,2704,14621,1637;1637,14748
37307,37308,4845,8596,6627;4845,8596
961,3870;3870
2044;2044
37491,37492,37493,37491,37494,37491,37494;37491,37494
37623,31007,30722,37624,37625,37624,6243;6243
10040,10634,10040,10634,10040,10634,10040;10040
37670;37670
23501,30853,23501,2049;2049
27961,37761,37762,37761,37762,37763;27961,37762,37764,37763
14130,7275,15615,13728,13729,12255,5034;14130,5034
4715,37766,7931;7931
37798,37799,37800,37798,37801,37802;37798
37836,10111,37837;37836
17472,13046,3413,25104,27603,13048,6321,37849,2742,17471,15430,15431,37850,37851,16359,15430,37852,15431,1050,3353,4910,3353,1625,3353,20337,32249,1240,1625;3353,16359,15431,1625
37880,29800,29151;29800
17001,37954,17001,37662;37954,17001
37967,23519,37968,37969,37970,37971,37972,37973,37974,37975,37976,37972,37973,37977,37978,37975,37979,37980;37981
1654,1656,1654,18732,1656,9865;1656
38154,8318,38155,38156,38157,33866,38158,38159,38160,38154,38161,38162,8318,38158,38157,38158,38160,38163,38164,38165,38166,38157,38158,8318,38157,38158,38157;38157
38175,31862,12742,6594,4034,23769,38176,16156,135,38177,38178,22818,158,4059,4776;158
2188,1534;1534
7855,14909,10147,38210,4010;14909
1346;1346
38244;38244
24115;24115
2800,5202;5202
16194,17874,11986,16194,17874,38408,24745,17874,16194,38408,17874,38408,17874,16194,17874,38409;16194,38409
9552,13196,9552,13196,9552,13196,9552,13196,9552,13196,9552,13196,9552,13196,9552,13196;9552
2864,1949,9005,38494,5092,6052,5092,12726,5318,9005,5318,12726,5318,12726,1949,10964,38495,5856,11009,28226,35407;5318,6052,9005
135,15325,12752,1990,11899;11899
13178;13178
38508,38509,10034,14385,14384,10034;10034
38607,38608,38607,38609,38607,38610,38611,38612,38607,38611,38612,38607,38610,38612,38607,38611,38609,22491,38613,38614,38608,38614,38609,38607,38611,38607;38607,38614,38611,38609
22460,22462,30639,22460,30639,22462;22462,22460
38783,38784,38776,38785,38778,38786,38787,38788,38781,38789,38786,38790,38789,38783;38789
36398,38823,38825,38823,6931,38824,38826,38827,36398,7862;38823
85,6348,85,6348,85,1212,85,172,391,6107,85,1346,85,1346,6348,85,38839,38840;85
38846;38846
25735,10361,20834,10909,20834;25735
37568,4815,1058;1058,34120,4815,750
28392,30594;30594
38896,38897,38896,38897;38896
10237;10237
23987,2654,20481,2070,5845;23987
38972,38973;38972
22599;22599
713,4744,10988,4744;4744
1186;1186
21914,11202,27112,39073,36496,21914;21914
4490;4490
39144;39144
39145,39146;39145
39161;39161
21719,1782,21719,2256,21719,2256,21719,2256,20685,3936,14756,21719,3936,21719,3936,21719,3936,21719,39187,21719,39188,21719;3936
3958,13500,5394,5651;5651
32,30;30
1750;1750
6559,20014,6559,6548,16526;16526
39505;39505
611,785,3949,5045,33404;33404
8603,34716,35789,39560,39561,39562,35788,39563,39564,12786,39565,39566,39565,9835,8603,34717,8603,39567,8603;8603,39567,39568,34717
39570;39570
9883;39574,7790,39575
10688,27772,10688,39651,39652,27772,10389,7977,39653,2339,2340,20737,39653,13033,4034,4027,4034,39654;18898,4034,2340,39654,39653
39658,39659,39658,39660,39658,39660,39658,39003,39658,39661,39658;39658
7632,7631;7631
4920,14382,1314;1314
39669,37144;39669
1634,5165,1634,5165,39762,39763,39762,39764,5165,6304;39762
844,39774,844,39775,39776,33430,39776,39777;28606
39906,39907,35736,39908,19308,39908,39907,39908,39907;19308,39907
9254,9031,17782,39968,39969;39969
39982,7983,12791,7983,39983,7983,39982;39982,7983
20304,39990,39991,20304;20304
40054,40055,40054;40054,40055
40067,33161,40070,16069,40067;40067
40085,40086,40087,40088,40089,40086,40085,40090,40085,40089,30529,22975,40091,40092,40089,36331,40085,36331,40093,40094,40093,40095,50,37172,40096,40085;40091,40085,40086,40092,40089
40085,5031,12262,5031,12254,5031,40130,23543,14128,40131,12253,28895,16079,1705,17639,40132,40133,40134,40135,40132,15585,40132,15585,40132,40136,1705,40137,40136,1705,40138,40136,28895,40139,40140,28895,40141;28895
28222,15993,40155,15993,28222;28222
12290,22,4794,22,14929,31529,21177,15606,2527,21748,12290,21748,7325,40165,31529;31529
2738,9806,11027,9806,2738,2374,2738,2374,2738,6835,39273,6835,40173,13943,6835,33738,458,6786,6787,40174,228,40175,39282,39283;2738
5501,628,629,5501,40230;5501
40248,40249,40250,40248,40251,40252,10399,40252,10399,40253,9717,40249,40250,10279;9717,40254,40250,40252
2342,5646,7089,5646,7089,5646,40389,4440,7080,7804,7080,7107,20512,5646,24192,7089,37115,40365,40376,40377,40396,7089,5646,7107,5646,7107,5646,2344,7089,2344,7089,5646,7107,5646,2344,2343,40397,20511,4423,7109,4441,4440,40398,4441,40399,13743,3564,3317,13743,4440,7080,40381,15556,20512,2343,15556,10828,7107,2344,5646,7089,7109,40398,4628,20525,4439,40400,2859,40401,20525,4439,2854,6273,25765,20520,20525,25762,20521,17790,3604,39595,20522,6273,17789,40402,20525,25764,2854,17789,3604,25765,40403,20525,20516,17790,25764,40404,20519,40405,2859,7803,6273,3645,3565,20525,3565,40406,20521,40407,20521,40408,40409,40410,40411,40410,40409,40398,20525,7109,4441,4440,7089,5646,7109,40411,7109,40412,12339,5961;40411,7109,40410,40409
437,2197,437,2197,437,2197,438;438
4021,33429,4025,17719,4021,4025,4021,4025,4021,33429,40493,4025,26853,40494,40495,40496,40497,40498,40499,40500,4033,4032;4025
2864,460,1949,7207,14801,34877,40545,1949,40546;1949
21737,18047,509,18047,509,21738,14160,34168,21738,14160,21738,14160,40547,40548,21738,27725,14160,40548,14160;14160,40548
32689,40552,32689;32689
93,1256,93,1256,93,1256,6568,40553,6568,1440,11689,137,884,879,23808,93,6568,1256,40554,342,93,9954,16931,27725,25340,21843,7509,40555,25741,40556,25741,40555,11202,12352,40557,7389;93
31135,31131;31135
9132;9132
40611,21072,9323,30952,23134,9768,9466,14824,9323,4815,9466;9466
34887,21352,14989,10910,3939,12276,13975,25409,13975,6764,15513,3943,8530,3938,8530,3938,15513,10910,15513,14989,2070,10991,1054,1055,10991,1056,1054,14989,40715,21087,20392,5205,40716,14989;8530,40715,2070,1054
21772;21772
37944;37944
21485,40753,21485;21485
15922,18880,1318,18880,15922,40885,26421,40886,26720,40887,15226,15227,279,40884,15226,15227,15226;15226
5144,23287,5144,40906,40907,40908,40909,40910,40911,40910,40911,40912,34331,40913,40914,19556,40913,40915,29480,40915,29480;40910,40915,32275,5144,40906,29480,40911,40909,40913,40916
32678,40921,32678;32678
17000,8390,8422,36629,29219,41013,8422,41014,41015,41016,41017,41018,41019;17000,8422
17916,11784,41068,11784,17916,11784,291;291
8416,41082,11640,8418,29322,41083,41084,41085,25040,34573,41084,41086,41083,41087,41088,34575,41084,41083,34575,41088,41084,41083,41084;41082,41084
11225,21164;11225
11220,3149,13967,3152,11220,11047,3149,11220,3149,495,11220,41184,11220,41185,14349,41185,11220,17188,22386,17188,11220,3149,22551,13560,13570,13560,13556,41186,41187,13553,41188,41189,41190,41189,3149,11220,11047,25402,41189;3149,17188,41189,22386
9421,10994,41368,41369,26462,2792,41370,41369;41369
1181;1181
5924;5924
41559,41560,15481,41561,41562,41563,41564,41565,20820,41566;41566,41559,41562
3816,34372,30681,3814,41608,3814,41608,3809,30681,3809;3809
12887,37254,41664;41664
15542,41677,41678,41679,41680,41681,41682,41683,41684,11218,41682,41685,41686,41687,41688,41689,41690,41691,41680,41692,41689,41693,41694,41695,41696,41697,41698,41699,41700,41699,41682,41701,41680,41682,15542,19141,41702,15542,41703,41689;41689,15542,41704
41806;41806
38122,8337,8339,7403,35360,7420,35360,41819,35360;8339,35360,38122
11433,745,41825,29468,31163;4708,745
9107;9107
2720,41841,2727,2720,8267,6712,2720,11894,2720,41842,2720,30972,41842,2720,8682,41843,2731,30998,2720,11894,2720,11913,2720;2720
2513,1248,4906,1248,4906,12043,6306,38296,25346,1248,4906,17032,746,17032,25346,38296,4906,12779,38296,35379,41845,693,41846,41847,41612,41848,41849,41612,1726,41850,41221,73,204,609,33;41846,41612,4906,204,12779,41851,4535
21180,19789,28298,19788;19789
42080,9075,42080,42083,42084,13801,3055,42085;42080
42106;42106
31204;31204
28343,42268;42268
6596;6596
12275,10910,1933,4586;4586,10910
18748;18748
13626,23469,5788,42487,36767,12364,23469,18549,13882;13626
42492,41510,42492;42492
42497,7838,42497,16308,42497,16308;16308
415,35393,7911,34369,7911,415,42504,7911,42504,7911,25073,17109,292;7911,17109
23831,42512,18947,1184,751;751
42544,34349,42545,10509,42546,42547,42548,42549,21325,42546,42550,42546,28386,39463,42551,12680;21325
32252,39430,42570,39430,1678,31799,42571,18130;1678,39430
158,1185,551,1843,14844,3723,14844,9867,2779,362,364,179,3357;158
11024;11024
42663;42663
19677,3882,7522,19677,7522;7522
510,671,30696,41270,671,30696,19645,510;510
391,4042,391,4042,391,14908,4011,13033;4042,391
17241,7132;7132
10944;10944
10008,2456,38020,10009,38020,37584,16976,10008,37584,16976,42832,6952,38020,16976,21366,32572,42833,27547,42834,5212,9029,27549,42835,15436,10135,29939,19336,19132,39954,28582,6959,12233,30006,17715,24627,30006;16976,30006,21690
4749,5780,14204,41193,14204,8694,4907,35217,23675,35217,8694,42905,17893,20394,3393,42906,42907,42908,23570,42909,42910,29938;14204
25324,42923,25324;25324
30450,42950,30454,1976,42951,42950,1976,42950,17882;42950
887,42990,39522,42991,39522,39520,39521,42992,42993,887,22343,887,42994,887;42994,887
21812;21812
43064,43066,43067,43064;43064
43116,27268,8446,43117,8447,43118,43119,43120,8447,43121,43122,43123,43124,43125,43126,43127,8446,43128,43120,43129,8446,8447,43130,43120;43126,43131,43125,43128,43132,43123
6629,6630,7203,19442,14393,8797,1808,9873,8013,1808,8013,390,360,8797,1808,1809,15804,5501,2913,4528,14295,1181,29127,12611,2382,10214,24597,43143,27625,18105,27049,628,644,19232,2382,24597,2209,2051,25292,38324,38323,38324,38323,43144,43145,38323,38324,38323;24597,38323,15804
6907,43166,43167,37283,20893,43168;13664,43169
38125,43199,11764,43200,43199,359;359,43199
43224;43224
43274;43274
43298,43281,43282,43281,43298,24063,43296,43282,43281,43282,43281,43282,43281,7379,43281,43302,43303,15050,34746,43304,43281,43305,43281,43306,34619,43296,11984,43298,43307,14644,43281;43281,43298,7379,43296,24063
10818,43310,2595,743,17610;743
12342,43320,41990;41990
43413,43414,43413;43414
5569;5569
43479,6565,43479,1979,12791,7983;6565,7983,1979,43479
32994,43530,16148,43530,1334;43530
3428,10238,6009,6010,1493,6009,6020,23589,6133,43543,43544,43545,43546,6133,23056,43543,6367,43547,43548,43549,43550,38566,43551,43552,43553,43554,43555,43553,43556,43557,43558,43559,43560,43556,22474;6133,43556,6020
7686,7318,606,4347,7686,6844,32990,7686;7686,4335
43870,43871,15995,43871,43872,43873,43874,12679,33545,33544,15699,12679,33545,12678,33545,15701,12679,33543;43870
43925,35506;35506
43935,43936,43937,43938,43939,43938;43935
34250,43956,43957,43958,35288;43958,34250,33567
44161,44162,44163,44162,44164,44165;44165
160,3283,3438;160,3283
44285,44286,4084,7267,44287,20961;21772,44285
2397,9891,4593,2397,73,204,73,8337,8340,8337,8338,8337,8340,16117,2397,16117,11235,10998,44294;8338,73,2397,8340
13126;13126
23649,12828,23649,44403,23646,249,17086,247;23649
12828,44425,44426,44427,44428,2525,44425,36947,2965,44425,13103,28173,4923,9382;44425
9728,15940,8371,1434,24112,26888,8371,1010,15940,16395,15940,5924,3882;15940
18692;18692
11185,44661,44662,15501,15943,44662,5570;1813,5926,44662,11185
27551,19447,19729,27551,19447;19447
13245;13245
44703;44703
3793,8796,3793;3793
751,758,13994,1858,8712,44814,20698,44815,44816,758,751;751,758,20698
919,4535,390,360,241,3322,242,16121,7372,18675,44821,44822,40676;16121
2913,6555,2913,13701;2913
44899,21909,44899,44900,44899;44899
16252,16198,36143,44921,16252;16252
8614,551,159,71,1184,71;8614,71
4222,15553,4222,45018,24998,45016,45019,45020,45016,13448;4222,13448,45016
20576,11532,45032,45033,19136,45034,11532,20573,19136,45033,45035,39170,5257,44106,5233,44106,20573,11532;39170,11532
11105,1140,11105,7377,11105,35903,7377,21928,20292;11105,21928
45236,27621,27622,3893,27621,3893,27622,27621,19136,27621,3893,27621,27622,27621;27621
5657;5657
106,17112,1427,1496,1427,1496,4265,5995,1512,32908,32828,14561,45269,106,14280,32828,14290,32828,33219,32828,45269,14561;32828
5165,13541,5165,5023,13678,3149,9468,4461,5165,13678,1634,3150,3149,4089,3149,4089,14349,4089;3149,4089,13553
10378,10376,32599;10378
11372,27301,11372,27301,11372,27302,32826,45359,18799,7029,11372,32826,26559,36645,26559,45360,11372,45360,11372,45360,45359,11372,45361,27301,45361,11372,45359,18799,29764,7029,15847,26295,11372,26295,15847,45362;26559,7029
45491,45492,23613,45493,36259,45494;45495,45496
45497,45499,30681,45500,30681;30681
1321,45516,16709,15222,1313,1320,1313,15923;1320,15922
45595,35827;35827
45605;45605
20057,29324,39314,4535;20057
45647;45647
27193,45665,45666,45665,45666,27191,45667,27193,15729,27193,45667,27191,45666,45665,45666,27193,45668;45666
16519,45676,45677,45678,45670,45677;45679,45677,45678
5146,11161;11161
45749,8281,3821,45750;45750
1030,73,204,8122;204,1030,8122
38638,45834,38638,45835,45836,45837,38638,45834,38638,6387,37572,45838,45839,45840,45841,31498,23451,45840,45842,45843,45839,45844,45845,45839,45846,45847,45846,45848,45846,45839,38638,12191,38638,45835,45849,37166,45850;38638
45871,45872,45873,45872,45862,45873,45866,45867,27103,45870,27103,45874,27103,38882,7971,38882;38882,27103
18507;18507
38125,14684,38125,14684,38125;38125
41221,46037,41221;41221
46136,46137,46138,46137,46139,46140,46141,46142,46143,46144,46145,46146,46147,46148,46149,46150,46149,46148,46142,46143,46149,46143,46149,46142,46149,46142,46149,46142,46149,1467,918;46149
13239;13239
12689,13601,6162;8501,13601
33554,33959,24553,33554,24553,33959,33554,24553,33554,24553,33554;33554
21219,46210,16114,46210;46210
46214,46215,46216;46216
46228,46229,4401;46230,46229,46231,46232
46233,3307,606,4342,36995,4342,606,46234,16088,6153,21418;46235,46236,46237,46238,46239
4857,6996,23691,4119,41233,6996,7001;6996
158,331,158,331,13495,158,33678;158,331
1852,3282,1852,3282,1852,8120,1852,1847,1852;1852
11037;11037
500,46447,500;46447
20025;20025
46529,22553,46530,23578,46531,3149;3149,39763,22553
4621,35741;4621
46582,46580,46584,46581,46580,46585,46584,46585,46580,46585,46581,46585,46584;46584
44442,3876,44442,16725,31660,24562,44442;44442
10984,3396,10984,36586,3396,10984,4173,8340,20635;10984
26004,26007,4901,17888;4901
46599,46600,46599,46600,46601,28307,20215,46602,46603,46604,20215,46604,19658,28307,19658,46600,28307,46605,35383,26849,46606,26849,16798,27964,5093,5094,46607,46608,25433,22349;28307
8349,46645,8349,46645,8349,46645,8349,46645,8349,46645,3744,8344,30151,15938,46646,46647,8354,46645,8354,8349,46644,46648,46649,46650,8354,46650,8354,8344,8354,46644,15938,46650,46651,46650,46651,30150,46651,8354,46651,46652,15938,46651,15938,46653,46650,46654,15938,42930,8344,8349,8354;8354
12633,14667,40338,40343,43355,26678,40338,40343,40338;40338,2606,14667
2380,1181,46702,36407,46702;36407
12330,10349,12330;12330
13151,19603,13150,22336,46731,45361,36925,24353,28485;28485
17964;17964
347;347
11451,18764;11451
46823,46821,46824,46825,46821,38209,37333;46821
46821;46821
46846,46847,46848;46848
2481,11387,1183,631;2481
977;977
36783,30639,22462;22462
43064,29056,2422;43064
46460,13437,46460;46460
2704,2705,2704,2705,367;2704
4100,31095,22787,46990,8045,46991,41125,46992,31096,46993,6735,6736,28018,3989,28019,3989,25440,28018,38455,6736;38455,6736
16561;16561
15252,47045,19326,47045,19326,83,19327,9083,19327,9083,21528,15252,21528,14009,21528,14009,21528;9083,15252,21528
44274;44274
18228,47077,47078,47079,47080,47081,47082,47083,47084,47078,47085,36450,21381,41265,36455,21381,36450,21381;36455,47078,36446
47102,13874,47103,44319,27936,47104,44319;21212,13874,44319
10812,47136,19346,47137,47138,47139,17829,19773;10812
47196,47197,47196,47197,47196;47196
8,41763,8,301,8;8
13575;13575
4589,1434,9352,3083,9726,15128,25329,14207,2862,20771,5375,9423,32908,10986,47253,47254,31234,5378,38540,17112,32661,1427,47255,9043,1427,9043,38540,1427;1427
15694,25478,26178,15692,35828,38222,15693,35828,47266,41453,47267,15692,15041,15692,15041,15692,17478;15692
2929,13849,33340;2929
23841;23841
12882;12882
6048,10738,962,1147,30710,1147;1147
486,9531,25704,9531,486,25730,9530,47434,39774,486,13324,25704,47435,44093,486,25704,47434,25704,486,9531,8613,486,25704,487,47434,9531,47434,8613,47434,25704,47434,8613,9531,8613,11727;8613
47502,847,16490,15482;16490
47533,47534,47528;47528
47537;47537
27015,47542,47543,27508,43891,32624,13935,43789,34362,34361,4490,42165,21688;47544,21688
39686,16166;39686,16166
9879,13631,11002,36067,20414,21176,36067,21351,47660,20414,30593,522,564,30593,1782,3254,8530,11149;3254,11149,1782,10875,8530,562,30593,11002
